"","SU_ID","P_PANEL","NATIONAL_WEIGHT","REGION_WEIGHT","NATIONAL_WEIGHT_POP","REGION_WEIGHT_POP","P_GEO","SOC1","SOC2A","SOC2B","SOC3A","SOC3B","SOC4A","SOC4B","PHYS8","PHYS1A","PHYS1B","PHYS1C","PHYS1D","PHYS1E","PHYS1F","PHYS1G","PHYS1H","PHYS1I","PHYS1J","PHYS1K","PHYS1L","PHYS1M","PHYS1N","PHYS1O","PHYS1P","PHYS1Q","SOC5A","SOC5B","SOC5C","SOC5D","SOC5E","PHYS2_1","PHYS2_2","PHYS2_3","PHYS2_4","PHYS2_5","PHYS2_6","PHYS2_7","PHYS2_8","PHYS2_9","PHYS2_10","PHYS2_11","PHYS2_12","PHYS2_13","PHYS2_14","PHYS2_15","PHYS2_16","PHYS2_17","PHYS2_18","PHYS2_19","PHYS2_DK","PHYS2_SKP","PHYS2_REF","PHYS10A","PHYS10B","PHYS10C","PHYS10D","PHYS10E","ECON8A","ECON8B","ECON8C","ECON8D","ECON8E","ECON8F","ECON8G","ECON8H","ECON8I","ECON8J","ECON8K","ECON8L","ECON8M","ECON8N","ECON8O","ECON8P","ECON8Q","ECON8R","ECON8S","ECON7_1","ECON7_2","ECON7_3","ECON7_4","ECON7_5","ECON7_6","ECON7_7","ECON7_8","ECON7_DK","ECON7_SKP","ECON7_REF","ECON1","ECON4","ECON4A","ECON4B","ECON6A","ECON6B","ECON6C","ECON6D","ECON6E","ECON6F","ECON6G","ECON6H","ECON6I","ECON6J","ECON6K","ECON6L","ECON5A_A","ECON5A_B","PHYS7_1","PHYS7_2","PHYS7_3","PHYS7_4","PHYS7_DK","PHYS7_SKP","PHYS7_REF","PHYS11","PHYS9A","PHYS9B","PHYS9C","PHYS9D","PHYS9E","PHYS9F","PHYS9G","PHYS9H","PHYS3A","PHYS3B","PHYS3C","PHYS3D","PHYS3E","PHYS3F","PHYS3G","PHYS3H","PHYS3I","PHYS3J","PHYS3K","PHYS3L","PHYS3M","PHYS4","PHYS5","PHYS6","AGE4","AGE7","GENDER","RACETH","RACE_R2","EDUCATION","EDUC4","HHSIZE1","REGION4","REGION9","P_DENSE","MODE","LANGUAGE","MAIL50","RACE1_BANNER","INC_BANNER","AGE_BANNER","HH_BANNER","ECON2","ECON3","PHYS11_TEMP","HHINCOME","HH01S","HH25S","HH612S","HH1317S","HH18OVS"
"3413","0025220341","ABS",NA,0.5101430826,NA,8102.2048818,"(14) Chicago-Naperville-Elgin, Illinois-Indiana-Wisconsin",2,3,4,3,3,2,2,3,NA,NA,1,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4,4,4,4,4,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,7,1,1,1,3,3,2,2,3,3,2,1,2,1,3,3,2,NA,"0",NA,7,0,0,0,0,2
"3414","0025221724","ABS",NA,1.1877504461,NA,68200.163196,"(10) Texas",3,5,2,1,1,2,1,3,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,3,5,5,3,3,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,3,4,4,4,4,4,4,4,4,4,4,4,4,1,2,0,0,0,1,0,0,0,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,3,5,2,1,1,2,2,2,3,7,2,2,1,2,1,1,2,2,"32","48",NA,3,0,0,0,0,2
"3415","0025224753","ABS",NA,0.280506146,NA,9794.6837763,"(3) Florida",4,3,2,1,2,2,2,3,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,5,5,5,5,3,1,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,4,2,1,1,5,4,3,3,5,3,1,1,2,1,4,2,3,NA,"40",NA,8,0,0,1,0,2
"3416","0025230372","ABS",NA,0.3159164221,NA,3411.2444651,"(4) Louisiana",3,1,1,4,4,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,NA,2,2,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,3,2,5,5,4,1,4,1,4,4,4,4,4,4,4,4,3,2,0,0,0,0,0,1,0,1,2,NA,NA,1,1,NA,NA,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,6,1,1,1,7,4,1,3,7,3,2,1,2,1,1,3,1,NA,"0","98.8",2,0,0,0,0,1
"3417","0025231916","ABS",NA,0.3036079308,NA,1265.2709101,"(16) Columbus, Ohio",3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,5,5,5,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,4,1,1,1,6,4,3,2,3,3,2,1,1,1,4,2,5,"40","40","98",8,0,0,0,0,3
"3418","0025232043","ABS",NA,2.6076324018,NA,149729.22633,"(10) Texas",3,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,2,2,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,NA,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,2,2,2,3,3,7,2,2,2,2,3,2,2,5,"26","26",NA,6,0,0,0,0,3
"3419","0025232335","ABS",NA,2.2576384882,NA,23530.101685,"(2) Colorado",3,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,5,5,2,2,2,2,2,2,2,2,1,NA,2,2,2,2,2,2,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,NA,NA,1,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,4,2,3,3,2,4,8,2,2,1,3,5,3,3,2,NA,"(998) SKIPPED ON WEB",NA,8,0,0,0,0,2
"3420","0025234853","ABS",NA,0.7483853801,NA,5831.4628011,"(9) Oregon",2,3,3,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,5,2,5,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,1,2,2,NA,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,NA,1,5,4,2,4,9,3,2,1,1,NA,3,2,2,"20","20","98",6,0,0,0,0,2
"3421","0025236762","ABS",NA,0.3177771504,NA,1324.3204259,"(16) Columbus, Ohio",3,2,2,1,1,2,1,2,2,2,2,2,NA,1,1,2,2,2,NA,2,2,2,1,1,2,4,3,4,2,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,3,1,2,1,1,2,2,2,1,2,2,2,1,1,1,1,NA,1,NA,NA,1,NA,1,1,1,0,1,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,1,4,1,4,4,4,4,4,4,3,1,0,0,0,1,0,0,0,1,2,2,2,2,1,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,4,6,2,1,1,6,4,2,2,3,3,2,1,1,1,3,3,2,NA,"0","97.4",7,0,0,0,0,2
"3422","0025236999","ABS",NA,1.1871298789,NA,40040.5304,"(8) New York",2,4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,3,1,4,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,0,1,1,0,0,1,0,0,0,0,0,1,NA,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,0,0,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,6,4,1,1,2,3,2,1,3,1,2,2,1,"41","50","98.6",5,0,0,0,0,1
"3423","0025239487","ABS",NA,0.2825561989,NA,1177.5388674,"(16) Columbus, Ohio",3,3,3,1,1,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,5,3,3,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,NA,3,2,2,4,4,4,4,4,4,1,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,5,2,1,1,5,4,2,2,3,3,2,1,1,1,3,2,2,"7","20","96.5",6,0,0,0,0,2
"3424","0025240410","ABS",NA,0.9641086007,NA,10529.103251,"(5) Minnesota",4,2,2,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,3,4,3,2,1,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,6,4,3,2,4,2,2,1,2,1,3,2,3,"70","50","97.6",7,0,1,0,0,2
"3425","0025240446","ABS",NA,0.3922864068,NA,5701.6130014,"(6) Missouri",2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,4,2,4,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,1,5,5,4,4,4,4,4,4,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,NA,1,5,4,4,2,4,3,2,1,3,NA,4,2,3,NA,"0","97.3",8,1,1,0,0,2
"3426","0025240994","ABS",NA,0.3392694998,NA,5388.3529773,"(14) Chicago-Naperville-Elgin, Illinois-Indiana-Wisconsin",2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,5,5,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,1,1,1,6,4,2,2,3,3,2,1,2,1,3,2,2,NA,"0","96.7",8,0,0,0,0,2
"3427","0025241795","ABS",NA,2.9305061119,NA,9278.2594667,"(15) Cleveland-Elyria, Ohio",3,5,5,3,3,2,2,5,2,1,1,2,2,2,1,1,1,2,NA,1,2,2,2,1,1,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,3,3,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,3,2,5,5,4,1,4,1,1,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,2,2,2,2,1,NA,NA,NA,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,3,5,2,1,1,2,2,2,2,3,2,2,1,1,1,1,2,2,NA,"0","97.9",3,0,0,0,0,2
"3428","0025244778","ABS",NA,1.6361055059,NA,25984.988271,"(14) Chicago-Naperville-Elgin, Illinois-Indiana-Wisconsin",3,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,4,3,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,3,9,1,2,4,1,4,4,4,1,4,4,4,4,4,4,2,3,0,0,0,1,0,0,0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,2,2,3,3,1,2,3,3,2,1,2,2,1,2,1,NA,"20","97.5",1,0,0,0,0,1
"3429","0025249871","ABS",NA,0.4313813132,NA,1995.3281682,"(18) Pittsburgh, Pennsylvania",3,2,2,1,NA,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,3,2,3,1,3,1,2,1,1,1,NA,NA,NA,NA,NA,1,2,2,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,1,1,7,4,5,1,2,3,2,1,1,1,4,3,4,"40","40","99.2",8,0,0,1,2,2
"3430","0025252376","ABS",NA,1.8369134943,NA,19145.120679,"(2) Colorado",3,3,3,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,NA,3,3,2,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,1,1,1,5,4,2,4,8,3,2,1,3,1,4,2,2,NA,"5",NA,9,0,0,0,0,2
"3431","0025252472","ABS",NA,0.3921242081,NA,4860.1217543,"(11) Atlanta-Sandy Springs-Alpharetta, Georgia",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,3,1,3,1,4,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,3,4,3,NA,1,4,4,4,4,4,1,4,4,4,4,4,2,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,5,4,4,3,5,3,2,1,4,1,3,2,3,NA,"50","98.7",7,0,1,1,0,2
"3432","0025253946","ABS",NA,1.4541272824,NA,3357.7911092,"(13) Birmingham-Hoover, Alabama",3,4,2,1,NA,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,5,2,1,1,1,2,1,1,1,2,1,2,2,NA,NA,NA,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,3,3,4,4,4,1,4,4,3,4,4,4,3,2,2,4,1,1,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,4,1,2,2,3,3,1,3,6,3,2,1,2,2,1,2,1,NA,"40",NA,2,0,0,0,0,1
"3433","0025254126","ABS",NA,0.41765665,NA,14583.690491,"(3) Florida",3,1,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,1,1,3,3,1,3,5,2,2,1,2,1,2,3,1,NA,"0","97.6",5,0,0,0,0,1
"3434","0025257563","ABS",NA,0.3459336165,NA,1847.7805066,"(12) Baltimore-Columbia-Towson, Maryland",2,4,5,2,2,2,2,4,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,NA,2,2,3,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,0,1,0,0,1,0,0,0,0,0,0,3,1,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,3,4,2,1,1,5,4,1,3,5,3,2,1,2,1,1,2,1,NA,"0",NA,2,0,0,0,0,1
"3435","0025258256","ABS",NA,1.3241142561,NA,76030.119505,"(10) Texas",3,3,3,1,1,1,1,4,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,4,3,1,3,3,1,2,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,3,2,3,4,4,4,1,4,1,4,4,1,4,1,4,3,2,0,0,0,1,0,0,0,1,1,2,2,1,1,2,2,2,1,1,NA,2,2,2,1,2,2,2,2,2,1,2,2,1,4,5,2,2,2,3,3,1,3,7,3,2,1,2,2,2,2,1,NA,"20","98.1",4,0,0,0,0,1
"3436","0025259641","ABS",NA,2.6162121618,NA,88241.838117,"(8) New York",2,3,4,1,1,2,2,4,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,NA,4,5,4,NA,2,2,2,NA,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,7,2,1,1,2,2,1,1,2,2,1,1,3,1,NA,3,1,NA,"0",NA,NA,0,0,0,0,1
"3437","0025267063","ABS",NA,0.9106820215,NA,1822.9261459,"(7) Montana",3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,4,4,3,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,2,1,1,0,1,0,0,1,0,1,0,0,0,0,3,3,4,1,2,4,4,4,4,1,2,4,4,1,4,2,2,3,0,0,0,1,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,3,4,2,NA,2,6,4,2,4,8,3,2,1,1,NA,2,2,3,NA,"35",NA,4,0,0,0,1,1
"3438","0025268649","ABS",NA,0.2599312212,NA,3777.9214489,"(6) Missouri",3,5,5,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,3,3,2,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,0,0,1,0,1,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,5,2,NA,1,5,4,1,2,4,2,2,1,3,NA,3,2,1,"36","36",NA,6,0,0,0,0,1
"3439","0025269446","ABS",NA,1.8093846382,NA,9664.703006,"(12) Baltimore-Columbia-Towson, Maryland",3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,5,1,5,1,1,1,NA,NA,NA,1,1,2,2,1,2,1,2,2,2,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,3,3,5,3,2,1,2,1,3,2,3,"8","35","98.8",7,0,0,0,1,2
"3440","0025271675","ABS",NA,0.7718682532,NA,44320.371343,"(10) Texas",3,5,5,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,4,1,1,1,7,4,2,3,7,3,2,1,2,1,4,2,3,"40","40","98.5",9,0,0,1,0,1
"3441","0025272372","ABS",NA,0.9233186549,NA,2923.3141729,"(15) Cleveland-Elyria, Ohio",2,3,4,1,2,1,1,3,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,NA,1,3,1,2,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,NA,2,2,3,2,2,2,6,4,3,2,3,3,2,1,1,2,4,2,3,"40","40",NA,8,0,0,0,1,2
"3442","0025274357","ABS",NA,0.6003099459,NA,2776.6973396,"(18) Pittsburgh, Pennsylvania",3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,3,3,3,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,1,5,4,5,1,2,3,2,1,1,1,4,2,4,"45","40","98.5",8,0,0,1,2,2
"3443","0025275103","ABS",NA,0.2633278618,NA,9194.8542772,"(3) Florida",3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,4,5,4,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,0,0,1,0,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,NA,2,2,1,2,2,4,5,2,1,1,5,4,1,3,5,3,2,1,2,1,3,2,1,NA,"0",NA,7,0,0,0,0,1
"3444","0025275731","ABS",NA,1.3088124508,NA,3022.2380557,"(13) Birmingham-Hoover, Alabama",2,3,3,2,2,2,2,3,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4,4,4,3,3,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,NA,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,0,0,0,1,0,0,0,2,NA,1,NA,NA,NA,NA,NA,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,5,1,1,1,5,4,4,3,6,3,2,1,2,1,3,2,5,"26","34",NA,6,0,0,0,0,4
"3445","0025278322","ABS",NA,0.8850797142,NA,9557.0317485,"(4) Louisiana",2,2,2,1,1,2,2,4,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,NA,4,2,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,NA,1,0,0,0,0,0,1,0,0,0,0,0,3,2,5,5,4,4,4,4,4,4,4,4,4,4,1,NA,2,2,0,0,0,1,0,0,0,2,2,1,2,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,4,6,2,2,2,3,3,3,3,7,2,2,1,2,2,NA,3,5,NA,"(998) SKIPPED ON WEB",NA,NA,0,0,0,0,3
