"","SU_ID","P_PANEL","NATIONAL_WEIGHT","REGION_WEIGHT","NATIONAL_WEIGHT_POP","REGION_WEIGHT_POP","NAT_WGT_COMB_POP","REG_WGT_COMB_POP","P_GEO","SOC1","SOC2A","SOC2B","SOC3A","SOC3B","SOC4A","SOC4B","PHYS8","PHYS1A","PHYS1B","PHYS1C","PHYS1D","PHYS1E","PHYS1F","PHYS1G","PHYS1H","PHYS1I","PHYS1J","PHYS1K","PHYS1L","PHYS1M","PHYS1N","PHYS1O","PHYS1P","PHYS1Q","SOC5A","SOC5B","SOC5C","SOC5D","SOC5E","PHYS2_1","PHYS2_2","PHYS2_3","PHYS2_4","PHYS2_5","PHYS2_6","PHYS2_7","PHYS2_8","PHYS2_9","PHYS2_10","PHYS2_11","PHYS2_12","PHYS2_13","PHYS2_14","PHYS2_15","PHYS2_16","PHYS2_17","PHYS2_18","PHYS2_19","PHYS2_DK","PHYS2_SKP","PHYS2_REF","PHYS10A","PHYS10B","PHYS10C","PHYS10D","PHYS10E","ECON8A","ECON8B","ECON8C","ECON8D","ECON8E","ECON8F","ECON8G","ECON8H","ECON8I","ECON8J","ECON8K","ECON8L","ECON8M","ECON8N","ECON8O","ECON8P","ECON8Q","ECON8R","ECON8S","ECON7_1","ECON7_2","ECON7_3","ECON7_4","ECON7_5","ECON7_6","ECON7_7","ECON7_8","ECON7_DK","ECON7_SKP","ECON7_REF","ECON1","ECON4","ECON3","ECON4A","ECON4B","ECON6A","ECON6B","ECON6C","ECON6D","ECON6E","ECON6F","ECON6G","ECON6H","ECON6I","ECON6J","ECON6K","ECON6L","ECON5A_A","ECON5A_B","PHYS7_1","PHYS7_2","PHYS7_3","PHYS7_4","PHYS7_DK","PHYS7_SKP","PHYS7_REF","PHYS11","PHYS11_TEMP","PHYS9A","PHYS9B","PHYS9C","PHYS9D","PHYS9E","PHYS9F","PHYS9G","PHYS9H","PHYS3A","PHYS3B","PHYS3C","PHYS3D","PHYS3E","PHYS3F","PHYS3G","PHYS3H","PHYS3I","PHYS3J","PHYS3K","PHYS3L","PHYS3M","PHYS4","PHYS5","PHYS6","AGE4","AGE7","GENDER","RACETH","RACE_R2","EDUCATION","EDUC4","HHSIZE1","REGION4","REGION9","P_DENSE","MODE","LANGUAGE","MAIL50","RACE1_BANNER","INC_BANNER","AGE_BANNER","HH_BANNER","ECON2","ECON31","HHINCOME","HH01S","HH25S","HH612S","HH1317S","HH18OVS","NeighborChange","MHscore"
"4974","0027365862","ABS",NA,0.7525631,NA,5877.814,NA,2938.907,"(9) Oregon",2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,2,3,3,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,NA,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,2,1,1,4,3,4,4,9,3,2,1,5,1,3,2,5,18,40,7,0,0,0,0,4,0,5
"4975","0027368747","ABS",NA,4.241022,NA,18527.16,NA,9263.581,"(16) Columbus, Ohio",2,5,5,3,5,2,2,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,2,NA,10,5,2,3,2,1,4,4,4,4,4,3,3,4,4,2,2,0,0,0,1,0,0,0,1,97.9,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,1,1,2,1,1,2,2,3,2,3,2,2,1,5,1,1,1,3,NA,10,2,2,0,0,0,1,0,5
"4976","0027370363","ABS",NA,3.444327,NA,156713.3,NA,78356.63,"(1) California",3,3,3,1,1,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,3,3,3,3,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,3,3,25,3,3,4,1,4,1,4,1,4,4,4,4,4,4,2,2,0,0,0,1,0,0,0,1,98.7,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,1,3,4,9,3,2,1,5,3,1,2,3,NA,25,3,0,0,1,0,2,0,5
"4977","0027370366","ABS",NA,0.6940128,NA,7539.621,NA,3769.811,"(11) Atlanta-Sandy Springs-Alpharetta, Georgia",2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,5,5,5,5,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,NA,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,5,4,3,3,5,3,2,1,5,1,3,2,3,40,40,7,1,0,0,0,2,0,5
"4978","0027375125","ABS",NA,0.7720972,NA,8044.526,NA,4022.263,"(4) Louisiana",3,4,4,3,3,2,2,5,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,3,3,3,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,3,2,0,5,5,4,4,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.2,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,1,1,4,3,2,3,7,3,2,1,6,1,3,2,2,NA,0,6,0,0,0,0,2,0,7
"4979","0027375330","ABS",NA,2.340861,NA,18283.04,NA,9141.52,"(9) Oregon",3,3,3,1,1,1,1,3,1,2,2,2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,2,1,2,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,NA,2,2,2,1,2,2,2,3,4,2,2,2,3,3,2,4,9,1,2,1,5,2,3,2,2,48,40,7,0,0,0,0,2,0,6
"4980","0027376551","ABS",NA,0.2261154,NA,3702.903,NA,1851.452,"(14) Chicago-Naperville-Elgin, Illinois-Indiana-Wisconsin",3,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,2,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,4,4,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,1,NA,40,1,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,1,1,7,4,1,2,3,3,2,1,5,1,4,2,1,40,40,9,0,0,0,0,1,-1,11
"4981","0027381278","ABS",NA,0.2950095,NA,774.2116,NA,387.1058,"(13) Birmingham-Hoover, Alabama",1,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,3,3,3,3,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,NA,55,2,2,3,4,4,4,4,4,4,4,4,4,4,4,2,3,0,0,0,1,0,0,0,1,99.7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,2,1,1,5,4,6,3,6,3,2,1,5,1,1,2,4,40,55,3,0,1,3,0,2,0,5
"4982","0027385346","ABS",NA,3.611581,NA,38185.61,NA,19092.8,"(5) Minnesota",2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,3,3,3,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,3,2,0,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,0,1,0,0,0,1,98.4,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,3,5,2,1,1,1,1,2,2,4,1,2,1,5,1,2,2,2,NA,0,4,0,0,0,0,2,0,14
"4983","0027385907","ABS",NA,0.5605175,NA,3085.959,NA,1542.979,"(12) Baltimore-Columbia-Towson, Maryland",2,3,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,NA,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.9,2,2,2,2,2,2,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,7,1,3,2,6,4,5,3,5,3,2,1,5,3,4,3,5,NA,0,9,0,0,0,0,5,1,NA
"4984","0027387580","ABS",NA,0.3543085,NA,3691.561,NA,1845.78,"(4) Louisiana",2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,4,4,3,3,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,40,2,2,1,2,4,4,4,4,4,4,4,4,4,1,3,3,0,0,0,1,0,0,0,1,98.3,1,2,2,2,2,2,NA,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,1,1,5,4,5,3,7,1,2,1,6,1,3,2,4,10,40,7,0,1,2,0,2,0,8
"4985","0027388524","ABS",NA,0.3084383,NA,1347.431,NA,673.7156,"(16) Columbus, Ohio",3,2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,3,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,NA,35,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,1,1,0,0,0,0,1,97.8,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,3,4,2,1,1,5,4,2,2,3,2,2,1,5,1,3,2,2,NA,35,8,0,0,0,0,2,-1,5
"4986","0027389934","ABS",NA,0.871426,NA,1850.601,NA,925.3007,"(7) Montana",3,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,4,4,4,4,4,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,NA,NA,1,1,2,1,1,0,1,0,1,0,1,0,0,0,0,1,NA,0,2,2,2,4,4,4,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,96.1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,NA,2,6,4,3,4,8,2,2,1,7,NA,3,2,5,17,0,7,0,0,0,0,3,0,20
"4987","0027390225","ABS",NA,0.8418083,NA,8920.624,NA,4460.312,"(2) Colorado",3,3,5,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,NA,45,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,1,5,4,2,4,8,3,2,1,5,NA,3,2,2,45,45,7,0,0,0,0,2,2,5
"4988","0027390427","ABS",NA,0.5780163,NA,2783.547,NA,1391.773,"(18) Pittsburgh, Pennsylvania",2,3,3,1,2,2,2,3,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,4,4,4,4,3,2,2,2,2,2,2,1,2,1,2,1,1,2,1,NA,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,37,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,0,0,0,0,0,0,1,99.4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,NA,2,2,2,4,5,2,2,2,4,3,4,1,2,3,2,1,5,2,3,2,5,37,37,6,0,0,0,0,4,0,5
"4989","0027392273","ABS",NA,3.663525,NA,7780.036,NA,3890.018,"(7) Montana",3,2,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,3,5,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,3,9,16,3,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,NA,1,2,2,4,4,8,1,1,1,7,NA,3,1,3,NA,16,7,0,0,0,1,3,2,5
"4990","0027392599","ABS",NA,1.004883,NA,45721.13,NA,22860.56,"(1) California",2,2,2,1,2,2,2,4,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,4,1,4,4,4,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,5,5,5,1,3,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,NA,28,NA,NA,4,1,4,4,4,1,4,4,4,4,4,2,3,3,0,0,0,1,0,0,0,1,97.6,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,3,5,2,4,2,5,4,3,4,9,3,1,1,5,5,NA,2,5,28,28,NA,0,0,0,0,3,0,17
"4991","0027394579","ABS",NA,0.3009547,NA,2350.575,NA,1175.287,"(9) Oregon",2,3,3,1,1,1,1,4,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,4,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,4,5,4,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,5,5,4,4,4,1,4,1,1,4,4,4,4,4,3,3,0,1,0,0,0,0,0,2,NA,1,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,NA,1,1,1,2,2,2,4,6,2,1,1,6,4,1,4,9,3,2,1,5,1,2,3,1,NA,0,5,0,0,0,0,1,0,9
"4992","0027394670","ABS",NA,0.3991113,NA,2197.328,NA,1098.664,"(12) Baltimore-Columbia-Towson, Maryland",2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,5,5,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,NA,35,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,6,4,2,3,5,3,2,1,5,1,4,2,2,35,35,8,0,0,0,0,2,0,5
"4993","0027395122","ABS",NA,0.6465071,NA,6851.022,NA,3425.511,"(2) Colorado",2,5,5,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,3,2,3,2,2,2,2,2,NA,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,3,32,2,2,1,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.5,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,NA,1,5,4,2,4,8,3,2,1,5,NA,1,2,2,NA,32,3,0,0,0,0,2,0,9
"4994","0027395985","ABS",NA,0.3666969,NA,18467.2,NA,9233.599,"(10) Texas",3,3,3,2,2,2,2,3,2,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,3,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,5,5,5,2,2,2,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,3,4,38,1,1,1,3,3,4,4,3,4,4,4,4,1,4,2,2,1,1,1,0,0,0,0,1,97.52,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,1,2,2,2,NA,2,1,2,2,2,2,2,2,1,1,3,3,3,3,7,3,2,1,6,1,1,2,3,NA,38,3,0,1,0,0,2,0,11
"4995","0027398459","ABS",NA,2.086401,NA,94929.06,NA,47464.53,"(1) California",4,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,4,5,5,4,3,1,NA,1,NA,NA,2,1,1,NA,1,1,NA,1,NA,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,3,2,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.7,NA,1,NA,NA,1,NA,NA,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,4,6,1,1,1,2,2,1,4,9,1,2,1,5,1,4,3,1,NA,NA,9,0,0,0,0,1,0,10
"4996","0027398659","ABS",NA,0.2084842,NA,7324.766,NA,3662.383,"(3) Florida",3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,NA,45,1,1,4,4,4,4,4,4,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,4,2,5,4,5,3,5,3,2,1,5,5,3,1,3,60,45,7,0,1,0,1,3,0,5
"4997","0027400204","ABS",NA,0.6904937,NA,1466.365,NA,733.1825,"(7) Montana",3,1,2,1,1,1,1,2,1,1,1,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,2,4,NA,4,4,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,NA,0,0,1,0,0,0,0,0,0,0,0,1,NA,40,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,0,0,1,0,0,0,1,97.4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,4,2,NA,1,5,4,5,4,8,2,2,1,7,NA,3,2,3,44,40,6,0,0,0,1,4,1,7
"4998","0027402099","ABS",NA,1.684484,NA,76642.27,NA,38321.14,"(1) California",3,3,3,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,5,4,3,2,3,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,1,1,1,3,3,4,4,9,3,2,1,5,1,3,2,3,NA,0,8,0,0,0,1,3,0,7
"4999","0027402443","ABS",NA,0.4735923,NA,5007.339,NA,2503.67,"(5) Minnesota",2,2,2,1,2,1,1,4,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,3,1,3,1,1,1,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,2,NA,5,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,4,6,2,1,1,4,3,2,2,4,2,2,1,5,1,3,3,2,NA,5,8,0,0,0,0,2,0,6
"5000","0027406356","ABS",NA,0.3155627,NA,5167.708,NA,2583.854,"(14) Chicago-Naperville-Elgin, Illinois-Indiana-Wisconsin",2,3,2,3,3,2,2,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,3,3,3,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,3,2,NA,5,3,4,4,NA,1,4,1,4,4,4,4,4,4,3,3,0,1,0,0,0,0,0,2,NA,2,2,2,2,NA,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,6,2,1,1,5,4,3,2,3,3,2,1,5,1,2,3,3,NA,NA,4,0,0,1,0,2,-1,9
"5001","0027407913","ABS",NA,0.9161959,NA,7155.85,NA,3577.925,"(9) Oregon",2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,5,5,5,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,NA,60,1,1,2,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.6,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,6,2,1,1,3,3,1,4,9,1,2,1,5,1,1,3,1,23,60,3,0,0,0,0,1,1,5
"5002","0027410004","ABS",NA,0.7839355,NA,39479.72,NA,19739.86,"(10) Texas",2,5,5,1,1,2,2,4,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,NA,20,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,1,1,3,3,6,3,7,1,2,1,6,1,3,2,3,20,20,8,1,1,0,0,5,0,5
"5003","0027414170","ABS",NA,0.2809921,NA,1227.531,NA,613.7655,"(16) Columbus, Ohio",2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,3,4,NA,4,2,1,2,1,1,1,2,2,1,1,1,2,1,2,1,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,2,1,1,5,4,2,2,3,3,2,1,5,1,4,2,2,40,40,8,0,0,0,0,2,-1,5
"5004","0027414674","ABS",NA,0.6277621,NA,6652.382,NA,3326.191,"(2) Colorado",3,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,3,5,3,3,NA,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,2,NA,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,NA,NA,NA,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,4,5,1,NA,1,7,4,2,4,8,2,2,1,5,NA,4,2,2,NA,40,9,0,0,0,0,2,0,5
"5005","0027415921","ABS",NA,0.9362214,NA,3103.569,NA,1551.785,"(15) Cleveland-Elyria, Ohio",3,4,4,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,3,2,4,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,3,1,0,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,5,4,5,2,3,3,2,1,5,1,3,1,3,NA,0,6,0,0,1,0,4,0,7
